  -1.3207800e+01  -9.5119900e+01   7.3966600e+00
   4.3650000e+00  -1.0476850e+01   2.1996400e+00
   4.4540000e+00   2.9888600e+01   1.1998200e+00
  -1.5138200e+01  -3.9813600e+01   2.7003100e+00
  -2.9260000e+00  -1.0630000e-01   1.5995900e+00
   3.5841000e+01   2.9695700e+01   1.2015700e+00
   1.3322000e+01   2.6259500e+01   1.0002200e+00
   1.9023000e+01   4.1608200e+01   2.8010200e+00
   1.0600000e+01   5.2071500e+01   3.9995400e+00
  -1.2707500e+01  -6.0015000e+01   5.4002000e+00
   7.5701000e+01   1.1822800e+01   1.2002100e+00
   3.9863000e+01   2.6240800e+01   1.2001000e+00
   1.0893000e+01   4.8867500e+01   1.6014500e+00
  -8.3210000e+00  -6.6284200e+01   1.6011300e+00
  -3.7534700e+01  -4.8850600e+01   2.3009200e+00
   2.2260000e+00   3.6357200e+01   2.6004200e+00
  -3.8840000e+00  -6.5158500e+01   5.2985300e+00
   2.7203000e+01   2.9674500e+01   1.1596500e+01
  -3.5910100e+01  -5.1992200e+01   2.0997300e+00
   3.1622000e+01   2.7891500e+01   4.7000000e+00
   3.0172000e+01   2.5302000e+01   1.9999000e+00
   4.7000000e-01  -4.7550900e+00   5.1984200e+00
   3.8520000e+01   2.0645000e+01   3.5986300e+00
