-83.8300000000000 -180
-84.3300000000000 -178
-84.5000000000000 -174
-84.6700000000000 -170
-84.9200000000000 -166.000000000000
-85.4200000000000 -163
-85.4200000000000 -158
-85.5800000000000 -152
-85.3300000000000 -146
-84.8300000000000 -147
-84.5000000000000 -151
-84 -153.500000000000
-83.5000000000000 -153
-83 -154.000000000000
-82.5000000000000 -154.000000000000
-82 -154.000000000000
-81.5000000000000 -154.500000000000
-81.1700000000000 -153
-81 -150.000000000000
-80.9200000000000 -146.500000000000
-80.6700000000000 -145.500000000000
-80.3300000000000 -148
-80 -150.000000000000
-79.6700000000000 -152.500000000000
-79.2500000000000 -155
-78.8300000000000 -157.000000000000
-78.7478175670775 -157.255422337107
-78.6654203423938 -157.507183341852
-78.5828129769986 -157.755353046770
-78.5000000000000 -158
-78.4805682858952 -157.665802438229
-78.4607564072689 -157.332726125013
-78.4405663191189 -157.000786850852
-78.4200000000000 -156.670000000000
-78.5000000000000 -154.500000000000
-78.1700000000000 -154.500000000000
-78.1700000000000 -154.500000000000
-78.0800000000000 -156.670000000000
-77.8300000000000 -158
-77.5000000000000 -158.330000000000
-77.1700000000000 -158.670000000000
-77 -157.000000000000
-77.1700000000000 -154.000000000000
-77.5800000000000 -153
-77.8300000000000 -150.500000000000
-77.6700000000000 -148
-77.2500000000000 -146
-76.7500000000000 -146
-76.3300000000000 -146.330000000000
-75.9200000000000 -146.670000000000
-75.8300000000000 -144
-75.5800000000000 -142
-75.7500000000000 -140.670000000000
-75.4200000000000 -140
-75.2500000000000 -138.330000000000
-75 -136.670000000000
-74.7500000000000 -135.500000000000
-74.7500000000000 -133
-75 -132
-75.4200000000000 -130.830000000000
-75.7500000000000 -129.670000000000
-76 -128
-76 -127.000000000000
-75.6700000000000 -126.830000000000
-75.1700000000000 -126.330000000000
-74.6700000000000 -125.500000000000
-74.3300000000000 -124.500000000000
-74.3300000000000 -124.500000000000
-73.8300000000000 -123.330000000000
-73.2500000000000 -123.670000000000
-73.2500000000000 -122.330000000000
-73.7500000000000 -121.330000000000
-74 -120.000000000000
-73.5800000000000 -120.000000000000
-73.6037325911182 -119.584192021421
-73.6266457352614 -119.167231996011
-73.6487359854033 -118.749155810557
-73.6700000000000 -118.330000000000
-73.6712165775355 -117.915020052040
-73.6716221235359 -117.500000000000
-73.6712165775355 -117.084979947959
-73.6700000000000 -116.670000000000
-73.7100506890652 -116.585609443933
-73.7500677519198 -116.500814364581
-73.7900509393775 -116.415612107796
-73.8300000000000 -116.330000000000
-73.9157742527244 -116.659817277184
-74.0010378330404 -116.993066927812
-74.0857825281661 -117.329783158363
-74.1700000000000 -117.670000000000
-74.2950000000000 -117.670000000000
-74.4199999999999 -117.670000000000
-74.5449999999999 -117.670000000000
-74.6700000000000 -117.670000000000
-74.7957317872772 -117.343081218212
-74.9209838162284 -117.010850320323
-75.0457440264729 -116.673194849942
-75.1700000000000 -116.330000000000
-75.1928534787836 -115.667717906718
-75.2138099091036 -115.003517406365
-75.2328612112005 -114.337557532468
-75.2500000000000 -113.670000000000
-75 -112.330000000000
-74.5000000000000 -112.500000000000
-74.3750124497283 -112.543494166835
-74.2500164678280 -112.586315059339
-74.1250122535672 -112.628478545448
-74 -112.670000000000
-73.9176973942665 -112.499992333616
-73.8352618488550 -112.331671740615
-73.7526953884558 -112.165015187667
-73.6700000000000 -112
-74 -111.500000000000
-74.5000000000000 -111
-75 -110.330000000000
-75.1700000000000 -108.670000000000
-74.6700000000000 -108.500000000000
-74.5000000000000 -109.500000000000
-74 -109.500000000000
-74 -108.330000000000
-74.3300000000000 -108
-74.6700000000000 -108.500000000000
-75.0800000000000 -107.500000000000
-75.0800000000000 -106
-74.9200000000000 -104.500000000000
-74.9200000000000 -104.500000000000
-74.5800000000000 -104.500000000000
-74.5800000000000 -102.670000000000
-74.7500000000000 -101.330000000000
-75 -100
-74.7500000000000 -99.5000000000000
-74.3300000000000 -101.330000000000
-74 -100.670000000000
-73.7500000000000 -101.500000000000
-73.5000000000000 -101.500000000000
-73.5800000000000 -100
-73.4200000000000 -99.0000000000000
-73.0800000000000 -100
-73.2500000000000 -101.330000000000
-72.7500000000000 -102.500000000000
-72.6700000000000 -101.330000000000
-73 -101.500000000000
-72.9200000000000 -99.6700000000000
-73.3300000000000 -98.5000000000000
-73.0800000000000 -98
-73.4200000000000 -97.5000000000000
-73.7500000000000 -97.5000000000000
-73.7500000000000 -96.3300000000000
-73.4200000000000 -96
-73.0800000000000 -96
-72.9200000000000 -97.5000000000000
-72.5000000000000 -98.5000000000000
-72.1700000000000 -99.6700000000000
-72.1083517079824 -100.005859467039
-72.0461316628678 -100.339477288113
-71.9833457935171 -100.670856334720
-71.9200000000000 -101
-71.8781650224846 -100.705518400152
-71.8358846254382 -100.412354835263
-71.7931619148565 -100.120513927715
-71.7500000000000 -99.8300000000000
-72 -98.3300000000000
-72 -98.3300000000000
-71.8300000000000 -97
-72.0800000000000 -95.6700000000000
-72.4200000000000 -95.6700000000000
-72.5800000000000 -94
-72.7500000000000 -92.2500000000000
-72.9200000000000 -90.5000000000000
-72.9200000000000 -88.7500000000000
-72.9200000000000 -87
-73.0800000000000 -85.5000000000000
-72.9200000000000 -84.3300000000000
-72.8300000000000 -83.0000000000000
-72.9200000000000 -81.2500000000000
-73 -79.5000000000000
-73.2500000000000 -78.5000000000000
-72.8300000000000 -78.6700000000000
-72.4200000000000 -78
